"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","64.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2014-09","ISO_DATE"
"National Centers for Environmental Information","63.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1982-09","ISO_DATE"
"National Centers for Environmental Information","72.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1901-08","ISO_DATE"
"National Centers for Environmental Information","68.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1925-09","ISO_DATE"
"National Centers for Environmental Information","36.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1909-03","ISO_DATE"
"National Centers for Environmental Information","51.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-04","ISO_DATE"
"National Centers for Environmental Information","45.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2020-03","ISO_DATE"
"National Centers for Environmental Information","28.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2021-02","ISO_DATE"
"National Centers for Environmental Information","53.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1997-05","ISO_DATE"
"National Centers for Environmental Information","67.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1907-08","ISO_DATE"
"National Centers for Environmental Information","55.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1956-10","ISO_DATE"
"National Centers for Environmental Information","71.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1907-07","ISO_DATE"
"National Centers for Environmental Information","66.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1896-05","ISO_DATE"
"National Centers for Environmental Information","71.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1952-06","ISO_DATE"
"National Centers for Environmental Information","50.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1952-04","ISO_DATE"
"National Centers for Environmental Information","40.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1922-03","ISO_DATE"
"National Centers for Environmental Information","36.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1972-03","ISO_DATE"
"National Centers for Environmental Information","71.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1954-07","ISO_DATE"
"National Centers for Environmental Information","64.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1980-06","ISO_DATE"
"National Centers for Environmental Information","42.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1906-11","ISO_DATE"
"National Centers for Environmental Information","67.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1939-09","ISO_DATE"
"National Centers for Environmental Information","63.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1988-09","ISO_DATE"
"National Centers for Environmental Information","25.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1988-01","ISO_DATE"
"National Centers for Environmental Information","48.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1988-04","ISO_DATE"
"National Centers for Environmental Information","74.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1988-08","ISO_DATE"
"National Centers for Environmental Information","51.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1922-04","ISO_DATE"
"National Centers for Environmental Information","69.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1922-08","ISO_DATE"
"National Centers for Environmental Information","28.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2019-01","ISO_DATE"
"National Centers for Environmental Information","73.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1980-08","ISO_DATE"
"National Centers for Environmental Information","42.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1961-11","ISO_DATE"
"National Centers for Environmental Information","71.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1970-08","ISO_DATE"
"National Centers for Environmental Information","45.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1898-04","ISO_DATE"
"National Centers for Environmental Information","54.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1924-05","ISO_DATE"
"National Centers for Environmental Information","52.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1924-10","ISO_DATE"
"National Centers for Environmental Information","41.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1928-11","ISO_DATE"
"National Centers for Environmental Information","54.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2001-04","ISO_DATE"
"National Centers for Environmental Information","67.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1924-06","ISO_DATE"
"National Centers for Environmental Information","27.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1996-01","ISO_DATE"
"National Centers for Environmental Information","59.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1927-05","ISO_DATE"
"National Centers for Environmental Information","62.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1955-05","ISO_DATE"
"National Centers for Environmental Information","49.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1993-04","ISO_DATE"
"National Centers for Environmental Information","70.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1985-07","ISO_DATE"
"National Centers for Environmental Information","27.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1985-12","ISO_DATE"
"National Centers for Environmental Information","48.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1921-03","ISO_DATE"
"National Centers for Environmental Information","53.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1935-10","ISO_DATE"
"National Centers for Environmental Information","31.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1927-12","ISO_DATE"
"National Centers for Environmental Information","31.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1955-02","ISO_DATE"
"National Centers for Environmental Information","34.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1992-02","ISO_DATE"
"National Centers for Environmental Information","65.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1977-06","ISO_DATE"
"National Centers for Environmental Information","70.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-07","ISO_DATE"
"National Centers for Environmental Information","63.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1992-09","ISO_DATE"
"National Centers for Environmental Information","49.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1903-04","ISO_DATE"
"National Centers for Environmental Information","57.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-05","ISO_DATE"
"National Centers for Environmental Information","35.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-02","ISO_DATE"
"National Centers for Environmental Information","71.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-07","ISO_DATE"
"National Centers for Environmental Information","51.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2015-04","ISO_DATE"
"National Centers for Environmental Information","39.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2000-11","ISO_DATE"
"National Centers for Environmental Information","40.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1953-03","ISO_DATE"
"National Centers for Environmental Information","66.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-06","ISO_DATE"
"National Centers for Environmental Information","32.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1983-02","ISO_DATE"
"National Centers for Environmental Information","33.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-12","ISO_DATE"
"National Centers for Environmental Information","33.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-12","ISO_DATE"
"National Centers for Environmental Information","47.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1953-04","ISO_DATE"
"National Centers for Environmental Information","27.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-01","ISO_DATE"
"National Centers for Environmental Information","70.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1987-06","ISO_DATE"
"National Centers for Environmental Information","32.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1938-12","ISO_DATE"
"National Centers for Environmental Information","62.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2011-05","ISO_DATE"
"National Centers for Environmental Information","56.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1971-05","ISO_DATE"
"National Centers for Environmental Information","24.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1904-02","ISO_DATE"
"National Centers for Environmental Information","65.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1968-09","ISO_DATE"
"National Centers for Environmental Information","47.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2009-11","ISO_DATE"
"National Centers for Environmental Information","47.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-04","ISO_DATE"
"National Centers for Environmental Information","36.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-03","ISO_DATE"
"National Centers for Environmental Information","48.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1951-04","ISO_DATE"
"National Centers for Environmental Information","67.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1920-06","ISO_DATE"
"National Centers for Environmental Information","74.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1919-07","ISO_DATE"
"National Centers for Environmental Information","31.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1945-02","ISO_DATE"
